# 未使用数据(仅供参考，非批次文件)
# 这里是当前剩余、尚未进入任何批次的评论。
# 每次运行 01_sampling_data.py 后本文件会被刷新。

[ID:一点劲没有的] [rating:1] 垃圾游戏,.刚开始一大堆人玩,到后面,一个个弃坑,玩的一点意思没有,克金游戏,没有商人活路,外挂满天飞也就算了,还无故封号,垃圾游戏

[ID:3305559] [rating:1] 垃圾游戏.这游戏策划的脑子还不如擂台的ai

[ID:某新用户一条] [rating:2] 不让申请祈愿鼓是要留着家里作法呢...别的地方祈愿鼓都近得可以法式湿吻了,隔个几十米远倒是不让我申请,您家是有多大的冤情啊把鼓全蒙自己手上

[ID:一起去广州] [rating:1] 腾讯乱封号,公认事实..狗R腾讯,乱封号,老子一辈子都不玩你游戏.

[ID:初次见面，谢谢关照] [rating:5] 弃坑.自己把自己给逛死了,本来就没多少人,封了都会弃坑凉凉迟早的事,还很快～

[ID:12346721394] [rating:1] 垃圾游戏.骗钱游戏,后期毫无乐趣,游戏玩法单调,设计不人性化,乱封号

[ID:boomyang] [rating:1] 游戏是个好游戏封号机制很狗血.游戏很好策划有点傻吧封号乱封随便哪条狗举报一下立马给你封号想玩这游戏的永远都在同一地点登入游戏上线不然分分钟是个人一举报立马封号三天

[ID:Tissune] [rating:1] 这五星全是刷的吧.腾讯真是有钱刷这么多五星,辣鸡游戏.抠的要死,不玩还给我封号,再见吧

[ID:俯视宵小] [rating:1] 垃圾运营.想好好升级的基本人人都是外设飞机结果就偏偏封我们这些给游戏贡献一大把人民币的玩家反而让那些一毛不拔的飞机外设玩家每天在游戏里逍遥嘲讽搞不懂游戏策划怎么想的你要真封外设就就所有人一起封别区别对待连个心悦3专属客服都没不知道在怎么做运营继续封下去游戏死路一条

[ID:小薄荷121] [rating:1] 无缘无故封号.坐公汽打鼓,开车打句忙3个电子眼,公园捉妖,一身蚊子咬的包,还封号,我看这游戏疯了.

[ID:咆哮De洋洋] [rating:1] 垃圾游戏.这游戏的策划就是低能儿.被敌对圈举报就被封号.无理由拒绝平反.几次实力劝退老玩家.

[ID:87915580] [rating:1] 破游戏.一个游戏动不动就封号,而且是在毫无违反游戏规则的前提下,只因为一群玩家的举报就封,毫无游戏体验

[ID:，黑金] [rating:1] 举报.首先第一点,举报了你们会认真处理吗.摸着自己的良心说.很明显有人利用虚拟定位进行诈骗.每天举报两次.你们一次都没有处理.还继续看着便宜继续使用虚拟定位进行诈骗.其次,就是你们的拉黑功能,这简直就是给便宜开后门啊.骗完之后直接拉黑.你这边信息发到死,骗子也看不到.真的人在做天在看.如果这些问题不解决,不想多说因果报应总会来.被骗也就算了,怪自己不小心.最后一点,这个游戏玩个五分钟手机烫的像暖手宝宝一样.是什么鬼.我手机充满电王者可以三个小时,玩这个破游戏半小时都撑不到.真是醉了.不是不报,时候未到而已

[ID:扳手乱飞] [rating:1] 垃圾游戏.第一次给这个游戏打分只能给1星外挂泛滥绝补适合老实玩的人玩用挂的人开蛋运气特好无挂的人开蛋全是渣渣我玩到45级从没用过挂最终放弃了肝不动了也不想肝了看着挂P们开蛋活动好货一个接一个我老实玩还充值开蛋也不出一只稀有伤透心了最后妖怪全放生200W云纹送我解脱

[ID:默默看你飞] [rating:1] 史上最强游戏.捉妖是我有史以来玩过最失（垃）望（圾）的游戏.从游戏公测到现在四个月了,我一直在坚持.在以往玩的游戏中,玩家通过努力和时间的积累,会越来越强.可是这个游戏,玩到现在只有一个感觉,我TM这四个月在干啥,为什么耗这么多精力在这个上面.游戏努力的在榨取玩家RMB和精力搞到最后一文不值.捉近两万只妖两个满姿,近千个灵石稀有妖一个没有,超高基本不出,猴子出的犹如上古第四门资质菜如狗.来策划你给我讲讲用户体验,什么是用户体验,你们是用心做游戏还是来圈钱的.这是我见过玩家退游速度最快的游戏没有之一.望看到的人速退,换家游戏去看看,这游戏玩家都开始退游了.散了.散了.散了

[ID:tuihaoxx] [rating:1] 什么破东西,乱封号..神行打擂台被封号,这游戏真心垃圾

[ID:策划假如有脑子] [rating:1] 辣鸡游戏.做个高铁还被误封,真正用挂的倒是啥事没有,正常玩家还他妈被封.策划长点心吧

[ID:嗯嗯呢哦哦哦] [rating:1] 腾讯最恶心一款游戏.乱封号,真正肝啊氪啊的玩家都能封了,那些背地里无理由举报人不氪不肝的玩家反而啥事没有,这个游戏是赶死老玩家吧,五星为了能被看见,不建议下了

[ID:milk我女] [rating:1] 无缘无故的锁头,禁言.这怎么玩,好好的陆军,起早贪黑的玩到将近43级,钱也冲了,又是锁头又是禁言的,客服询问留言只是机器式的回复,系统检测,那你倒是说出理由,拿出证据啊,我组队别人慢,我说了句“来呀”,秒禁言...

[ID:更新完以后上不去游戏了] [rating:1] 玩个游戏还得各种跑路,限制了偏远地区玩家.垃圾游戏

[ID:王燚龖] [rating:5] 全是开挂的游戏玩🐔..五星给差评.游戏里面所有人都开挂,无所不有,认认真真玩游戏的怎么跟得上.没有解释,甚至连扯皮都没有,要玩的考虑下,这游戏挂真的爆多,而且还做的💩

[ID:国际金隔] [rating:1] 这个游戏体验太差..网络一不好就进不去天天跑出去捉一两点出稀有让我怎么捉

[ID:这个游戏太垃圾了，世界上最垃圾的东西] [rating:1] 最垃圾的游戏没有之一..垃圾游戏垃圾策划垃圾机制,百分之八十外挂虚拟定位,不封号放着飞机跟我们正常玩家打擂.灵力药都不够,难道这么热得天到处跑.撒比机制真得腾讯最垃圾得一款游戏没有之一.

[ID:0.2GEM] [rating:1] 这游戏没有玩下去的动力..外挂满天飞.举报没用,大热天出门想打个boss擂台.星期一至星期五,基本没人打,只能放弃,双休好不容易遇到队伍一起打,资质又太差.真是无语.看很多群里面有些玩家分享高资质boss妖灵,问他们在哪里抓到的,都说人民广场开飞机过去打.呵呵难道只有外挂才可以抓到高资质的妖灵.神行又不能打,神行有什么用.开灵石更是个坑.10千米,开来开去都是垃圾,还有配猫.好不容易凑齐四个基因,配猫成功几率还是零...擂台就更别想打了,等级差异太大,背包永远都是满的..逼人弃坑,

[ID:阿那含哈] [rating:1] 这个游戏怎么说呢太烂.首先这个游戏明显抄袭了精灵宝可梦：go的游戏思路（也不知道任天堂会不会告你）第二游戏体验极差上班期间你让我怎么抓有时间了不歇会就要出去抓..第三游戏里对外挂的监管简直就没有监管外挂横行多次举报也不核实也不封号第四擂台赛机制简直就是个鸡肋bug对待苹果玩家更是没有友好简直就是歧视安卓平台充值有折扣苹果没有两个平台还不通用最后这个游戏还催生了各种婚外恋简直了反正这个游戏我已经退了恶心

[ID:紫忆宝贝] [rating:1] 客服低智商.客服封号不封开外挂模拟器的,去封打擂台被人瞎举报的,只要被圈子人多的举报就封号,让一些开外挂没被举报的逍遥法外,咋想的,人多举报就封号,不管开没开挂,这样下去这游戏还有好..好游戏,沙壁客服.

[ID:九罗阙] [rating:1] 一手好牌打得稀烂.策划看不惯玩家,看玩家生气你们就特别开心.建议有病就要去看医生,不要讳疾忌医,有神经病不可耻,现在医学发达有药治的,不要放弃自己,加油.

[ID:微信75区鸾凤和鸣，省油的灯] [rating:1] 乱封号.圈子与圈子之间的擂台争夺战,败的那方集体举报胜利方,然后胜利方被封号,不用玩游戏了,玩举报就可以了.

[ID:野次小无欲] [rating:5] 腾讯捉妖nmsl.腾讯捉妖游戏nmsl,我男朋友为了玩你这个游戏和我分手,分手后还在玩.真的是好游戏啊.不停的充钱不说,抄袭精灵宝可梦啊

[ID:孤独寂寞冷终老] [rating:5] 国外的什么时候开启.我是一个不在祖国的孩子,非常想玩这款游戏,希望能出个意大利的地图

[ID:害处，谜题呵护] [rating:5] 跑妖.我就不明白一件事,为什么一到半夜就一个球就跑妖,这妖灵,还没怎么着就跑了,我想问问策划,你就这么坑玩家,每天弄的不充钱都玩不起,腾讯大家公认的坑钱,你就不能弄好一点.

[ID:008、] [rating:1] 垃圾游戏.这游戏,越玩越没劲,没用外挂,被人举报一样被封,无厘头封号,垃圾游戏

[ID:笑傲巅峰晓晓] [rating:5] 第一次评论.作为腾讯的一款游戏,刚开始玩的时候还觉得挺良心的,玩到一半,擦,啥都抓不到.到后来莫名的被封了,呵呵.再后来因为没有地域宠接触了飞机,很好很愉快.于是擂台不打了了专门飞来飞去捉,或者一个点敲鼓.活动出的坑的一逼,只有特定的城市可以有,那我们是不是要为了一个宠飞去那个城市.前两天又莫名的被封三天,还说是正义的玩家举报核实后才被封.我擂台都不打的人,也不组队刷的,麻痹的谁看得到我.还是你游戏功能就是假的.或者说其他的会员的界面和我们不一样可以看到非氪金玩家.

[ID:1793561] [rating:5] 挂太多.游戏可以玩家使用挂太多整天在区域说都没人管

[ID:memory回忆的小窝] [rating:5] 十分让我满意的游戏.比我以前玩的游戏简单多了,不用大量花时间去肝,也很好地满足了我小时候的梦

[ID:08.11] [rating:1] 不行.玩的太单调,就一个模式.现在活动都是在广州了.干脆改名一起去广州.我们别的地方不配玩这个游戏.

[ID:太可恶了] [rating:1] 最差策划.腾讯居然会有这种策划,震惊震惊

[ID:玩游戏是大乐趣] [rating:1] 失望.本来好好的一款游戏,当初的出门就碰捉妖团队,现在一天都碰不到一个玩的,玩家流失速度应该是所有游戏之最.玩着玩着真这游戏就是单机,每天无聊的捉妖,敲鼓.没有新玩法,圈子就是个摆设,不能转让圈主,圈子0互动.你这整的哪一出.国民手游硬生生整成快餐盒饭,这个游戏团队我只能呵呵.头铁的很,从不听玩家意见.要不是我还有200多个人的圈子,我早都弃游了.整的现在飞机横行,封飞机不是唯一出路,应该从根源找为什么玩家开飞机,如果能看到我这条评论,希望能听取一下意见,虽然作为一个小玩家,但是对这个游戏却付出了很多,认识了很多新朋友,现在每个朋友弃游都有舍不得.可是我没有理由挽留,因为我想不出任何理由.

[ID:winnievane] [rating:1] 公司在负一层信号不稳定,进地铁站被锁头.玩这么多年游戏没见过这么垃圾的游戏,被锁头后问人才知道WiFi或者4G经常信号不好会被锁头..锁头也算了,不能卖东西好歹提前一下,直接把货架扣了才说锁头不能卖东西,这游戏有毒,还不如直接禁止登录嘛.刚玩13天就这样招呼新玩家.感觉这游戏要凉了,学学隔壁网易好吗

[ID:元芳在杭州] [rating:1] 垃圾游戏.策划简直不戴脑子.弱网优化极差.团战卡读秒,卡到boss消失,6块钱的门票也能吞.真是6了.浪费时间浪费金钱.

[ID:雷神洛克] [rating:1] 辣鸡游戏.正常玩的人被举报封号,那么多人开挂外开飞机等级都到46了,我们认真玩的才43还被封,再见.

[ID:112266有的] [rating:1] 乱封号,动不动就喊等几个小时再试.乱封号,人家跑去广州的北京的,不管,我们不用飞机的被封,GPS定位不准是我们的问题吗.游戏这方面做得不好,还不管开飞机的,你一个检测不准确就把我们封了,一贯作风,一星都不想给的

[ID:duwiksndiwlwledndkepsl] [rating:5] 有病吗一直提醒在高速.弹一次就行了弹个没完没了

[ID:非洲好友] [rating:1] 坑爹游戏.这游戏怎么说,介意不要入坑,充太多已经出不去了,明显是飞机举报不封,神行打擂台都会封号

[ID:任老帮] [rating:1] 乱封号.现在乱封号坐出租车敲鼓也会被锁头🐂比了

[ID:个股啦啦] [rating:1] 乱封,乱锁.神行打个擂台都被锁,出去走走摇个石头也被封.还说接到举报.能给个明确的理由.举报我什么,无中生有,硬生生得封我.明摆着欺骗消费者.举报一些人恶心打擂台的还没有回复.内幕真可怕.欺骗消费者的请问良心呢.

[ID:新疆乌鲁木齐李万鹏] [rating:1] 策划满资瓦特.玩这游戏4个来月,充钱也不算多,也不算少,小一万多是有了,可是有人恶意集体举报就被封号,本来热情满满,现在只是上号看看,280只妖,现在一天只抓几只,以前我的号平均4天出一只满资,开服到现在自己抓的和灵石开的满资最起码有23只左右,满资成就27个,但是有什么用.只顾新玩家,不管老玩家,40级各种和45级玩家擂台刚,这对老玩家有什么公平性.肝的云纹等级都是废..玩家热情度下降,为什么.请策划长长脑子..

[ID:枫醉白露微] [rating:1] 无缘无故被封号..使用外设的不封号,偏偏封我们这样检测gps异常的.况且也没使用什么类似的外挂什么的.

[ID:。Charon] [rating:1] 垃圾游戏.就是个垃圾游戏出个活动还搞地区.动不动就锁头就你牛逼能检测出来.骑车也叫开挂.神经病吧

[ID:Sjstorm] [rating:1] 没事儿就封号的都别玩了.新人没法玩,别人举报你就封不管你有没有合法,新想加入的请先把心悦充个几万元吧,要不你不是锁头就是封号

[ID:DK，] [rating:1] 垃圾游戏,有证据开挂的不封.有证据开挂,就没见封,只是锁个头像而已,垃圾

[ID:lxx x x x] [rating:1] 用腾讯加速器.也会被封.你们的.充值一万五千,当时也不知道收点券.说封就封退款吧.

[ID:唐衍] [rating:1] 逼人弃坑.充了一万多,每次擂台都神行,也没有开外挂,就因为我占的擂台多.就封我号.什么垃圾测外挂系统,劝没玩的朋友别入坑,真的垃圾.

[ID:Dasicallu] [rating:1] 垃圾游戏,乱封号.我骑小毛驴出去抓活动怪也封,没意思的游戏

[ID:一起怍妖] [rating:1] 乱封号.机制太差.游戏不公平,机制太差,后期就是坑钱,宠物升1级10钻石,关键无数个宠物.然后乱封号.遭到恶意举报后,不核实肆恣封号.有的时候信号差,也封号,根本不会公平对待

[ID:srhf9uenfruinf9n9] [rating:5] 还不错.第一次玩这个游戏的时候VR挺有意思,的只是在地铁公交车上捉妖还是很傻的,不过后来修改了,游戏在不断打磨,挺好的期待以后更好玩.

[ID:蛋卷儿fsw] [rating:1] 第一次给一分.游戏是好游戏,就是策划脑子有坑,一把好牌打臭了

[ID:鹿哥一起] [rating:1] 五星差评.没什么想说的就感觉特别瞧不起农村一样人家在城市里想要什么有什么在农村什么都不给吗.

[ID:氪金游戏大家当心] [rating:1] 别人举报就封号.打擂台是游戏的竞技乐趣,现在发展成了打不过擂台就举报封号,开挂不管黄色骂人和骗子不管,全是工作室和代练,一点游戏体验都没有不多说大家自己体会,满资不充钱基本没有,这游戏太氪金
